,0,1,2
127,https://www.amazon.com.br/Shock-Refor%C3%A7ada-iPhone-Pel%C3%ADcula-Aplica%C3%A7%C3%A3o/dp/B087YN473N/ref=sr_1_128?dchild=1&keywords=iphone&qid=1607907994&sr=8-128,"4,2 de 5 estrelas",7
128,https://www.amazon.com.br/Pel%C3%ADcula-iPhone-Kingshield-Vidro-2xUnid/dp/B08P52Y2QF/ref=sr_1_129?dchild=1&keywords=iphone&qid=1607907994&sr=8-129,Sem avaliação,Sem avaliação
129,https://www.amazon.com.br/Iphone-Apple-Verde-256gb-Desbloqueado/dp/B08NTTMKBL/ref=sr_1_130?dchild=1&keywords=iphone&qid=1607907994&sr=8-130,Sem avaliação,Sem avaliação
130,https://www.amazon.com.br/Cabo-Lightning-Apple-iPhone-charger/dp/B07CGDC644/ref=sr_1_131?dchild=1&keywords=iphone&qid=1607907994&sr=8-131,"3,6 de 5 estrelas",45
131,https://www.amazon.com.br/Capa-Capinha-Impacto-Iphone-polegadas/dp/B08P673SC3/ref=sr_1_132?dchild=1&keywords=iphone&qid=1607907994&sr=8-132,Sem avaliação,Sem avaliação
132,https://www.amazon.com.br/Protetora-Polegadas-Transparente-Prote%C3%A7%C3%A3o-Silicone/dp/B08P617K7S/ref=sr_1_133?dchild=1&keywords=iphone&qid=1607907994&sr=8-133,Sem avaliação,Sem avaliação
133,https://www.amazon.com.br/Adaptador-Iphone-Carrega-Lightning-vermelho/dp/B07R4KJ3DY/ref=sr_1_134?dchild=1&keywords=iphone&qid=1607907994&sr=8-134,"3,7 de 5 estrelas",25
134,https://www.amazon.com.br/MD813ZM-A-FONTE-IPHONE-APPLE/dp/B009A6BY96/ref=sr_1_135?dchild=1&keywords=iphone&qid=1607907994&sr=8-135,"4,7 de 5 estrelas",842
135,https://www.amazon.com.br/Caneta-Pencil-WB-Rejection-Precis%C3%A3o/dp/B086BJ19WP/ref=sr_1_136?dchild=1&keywords=iphone&qid=1607907994&sr=8-136,"4,5 de 5 estrelas",429
136,https://www.amazon.com.br/Fathoms-Gifts-Enola/dp/B002CTJUB2/ref=sr_1_137?dchild=1&keywords=iphone&qid=1607907994&sr=8-137,Sem avaliação,Sem avaliação
137,https://www.amazon.com.br/Carregador-Xiaomi-Wireless-Charger-Charging/dp/B07FNWZP5M/ref=sr_1_138?dchild=1&keywords=iphone&qid=1607907994&sr=8-138,"4,2 de 5 estrelas",97
138,https://www.amazon.com.br/Pel%C3%ADcula-iPhone-Kingshield-Hydrogel-Cobertura/dp/B08P92HGXM/ref=sr_1_139?dchild=1&keywords=iphone&qid=1607907994&sr=8-139,Sem avaliação,Sem avaliação
139,https://www.amazon.com.br/Ridiculously-Simple-Guide-iPhone-Mini/dp/1610422597/ref=sr_1_140?dchild=1&keywords=iphone&qid=1607907994&sr=8-140,Sem avaliação,Sem avaliação
140,https://www.amazon.com.br/Apple-iPhone-SE-32GB-Prateado/dp/B076H7P3WR/ref=sr_1_141?dchild=1&keywords=iphone&qid=1607907994&sr=8-141,Sem avaliação,Sem avaliação
141,https://www.amazon.com.br/Carregador-Indu%C3%A7%C3%A3o-Geonav-Compat%C3%ADvel-Padr%C3%A3o/dp/B07YBKP3L7/ref=sr_1_142?dchild=1&keywords=iphone&qid=1607907994&sr=8-142,"3,8 de 5 estrelas",94
142,https://www.amazon.com.br/Adaptador-Lightning-adaptador-lightning-Compat%C3%ADvel/dp/B07KGKBT5B/ref=sr_1_143?dchild=1&keywords=iphone&qid=1607907994&sr=8-143,"4,1 de 5 estrelas",41
143,https://www.amazon.com.br/Spigen-Tough-projetada-iPhone-Projetada/dp/B08KRQHCM6/ref=sr_1_144?dchild=1&keywords=iphone&qid=1607907994&sr=8-144,"4,7 de 5 estrelas",1.195
144,https://www.amazon.com.br/Capa-iPhone-12-Pro-Defender/dp/B08D6Y5V9S/ref=sr_1_145?dchild=1&keywords=iphone&qid=1607907995&sr=8-145,Sem avaliação,Sem avaliação
145,https://www.amazon.com.br/WI255-Multilaser-Outros-Acess%C3%B3rios-Notebooks/dp/B075F9KWFZ/ref=sr_1_146?dchild=1&keywords=iphone&qid=1607907995&sr=8-146,"4,5 de 5 estrelas",400
146,https://www.amazon.com.br/Original-Spigen-Rugged-Armor-iPhone/dp/B083KPG3LW/ref=sr_1_147?dchild=1&keywords=iphone&qid=1607907995&sr=8-147,"4,7 de 5 estrelas",1.459
147,https://www.amazon.com.br/Antishock-Impacto-Prote%C3%A7%C3%A3o-Iphone-Polegadas/dp/B0763T6S4F/ref=sr_1_148?dchild=1&keywords=iphone&qid=1607907995&sr=8-148,"4,4 de 5 estrelas",54
148,https://www.amazon.com.br/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.5cb4c54e-28c1-edfc-42cf-170cefdf84fd%26ref_%3Ddvm_src_ret_br_xx_s&page-type-id=B07WNK6NWN&ref=sr_1_149&keywords=iphone&qid=1607907995&sr=8-149,"4,7 de 5 estrelas",175
149,https://www.amazon.com.br/Capa-iPhone-Plus-Defender-OtterBox/dp/B01K6PBF52/ref=sr_1_150?dchild=1&keywords=iphone&qid=1607907995&sr=8-150,"4,6 de 5 estrelas",362
150,https://www.amazon.com.br/Iphone-Apple-product-Vermelho-Desbloqueado/dp/B088FXQHMT/ref=sr_1_151?dchild=1&keywords=iphone&qid=1607907995&sr=8-151,Sem avaliação,Sem avaliação
151,https://www.amazon.com.br/Capinha-iPhone-Cloud-Silicone-Preto/dp/B08NXSPTNM/ref=sr_1_152?dchild=1&keywords=iphone&qid=1607907995&sr=8-152,Sem avaliação,Sem avaliação
152,https://www.amazon.com.br/Capa-elago-projetada-iPhone-Indigo/dp/B01HD13A50/ref=sr_1_153?dchild=1&keywords=iphone&qid=1607907995&sr=8-153,"3,7 de 5 estrelas",390
153,https://www.amazon.com.br/Lighting-WI256-Multilaser-Acess%C3%B3rios-Notebooks/dp/B07574B5M1/ref=sr_1_154?dchild=1&keywords=iphone&qid=1607907995&sr=8-154,"4,5 de 5 estrelas",166
154,https://www.amazon.com.br/Pel%C3%ADcula-Polegadas-Capinha-Transparente-Temperado/dp/B07ZS23L96/ref=sr_1_155?dchild=1&keywords=iphone&qid=1607907995&sr=8-155,"4,7 de 5 estrelas",13
155,https://www.amazon.com.br/selfie-controle-remoto-Bluetooth-extens%C3%ADvel/dp/B07RZBT9K2/ref=sr_1_156?dchild=1&keywords=iphone&qid=1607907995&sr=8-156,"5,0 de 5 estrelas",1
156,https://www.amazon.com.br/i-Blason-polegadas-resistente-transparente-integrado/dp/B08GS62WSG/ref=sr_1_157?dchild=1&keywords=iphone&qid=1607907995&sr=8-157,"4,5 de 5 estrelas",648
157,https://www.amazon.com.br/Impact-GEONAV-iPhone-Anti-Impacto-Geonav/dp/B07QRV14MF/ref=sr_1_158?dchild=1&keywords=iphone&qid=1607907995&sr=8-158,"4,8 de 5 estrelas",111
158,https://www.amazon.com.br/Pel%C3%ADcula-C%C3%A2mera-Iphone-Temperado-Transparente/dp/B084R7DQ8H/ref=sr_1_159?dchild=1&keywords=iphone&qid=1607907995&sr=8-159,"3,9 de 5 estrelas",12
159,https://www.amazon.com.br/Original-Spigen-Tough-Armor-iPhone/dp/B07KRNQK6K/ref=sr_1_160?dchild=1&keywords=iphone&qid=1607907995&sr=8-160,"4,7 de 5 estrelas",1.496
160,https://www.amazon.com.br/CAPINHA-SILICONE-AVELUDADO-IPHONE-BRANCA/dp/B07Z59JX69/ref=sr_1_161?dchild=1&keywords=iphone&qid=1607907995&sr=8-161,"4,6 de 5 estrelas",19
161,https://www.amazon.com.br/CAPINHA-SILICONE-AVELUDADO-IPHONE-VERDE/dp/B07MG8B479/ref=sr_1_162?dchild=1&keywords=iphone&qid=1607907995&sr=8-162,"4,3 de 5 estrelas",35
162,https://www.amazon.com.br/FYY-polegadas-bloqueio-carteira-compartimentos/dp/B08FYMY8M1/ref=sr_1_163?dchild=1&keywords=iphone&qid=1607907995&sr=8-163,"4,6 de 5 estrelas",9
163,https://www.amazon.com.br/Pelicula-HPrime-Vidro-Temperado-iPhone/dp/B08LP7WQBB/ref=sr_1_164?dchild=1&keywords=iphone&qid=1607907995&sr=8-164,Sem avaliação,Sem avaliação
164,https://www.amazon.com.br/CAPINHA-SILICONE-AVELUDADO-IPHONE-PRETO/dp/B07MCMP6ZX/ref=sr_1_165?dchild=1&keywords=iphone&qid=1607907995&sr=8-165,"4,7 de 5 estrelas",19
165,https://www.amazon.com.br/Projetado-Resistente-arranh%C3%B5es-Policarbonato-Transl%C3%BAcido/dp/B08CXFSB27/ref=sr_1_166?dchild=1&keywords=iphone&qid=1607907995&sr=8-166,"4,6 de 5 estrelas",704
166,https://www.amazon.com.br/CAPINHA-SILICONE-AVELUDADO-IPHONE-VERMELHO/dp/B07MG8Y34R/ref=sr_1_167?dchild=1&keywords=iphone&qid=1607907995&sr=8-167,"4,7 de 5 estrelas",20
167,https://www.amazon.com.br/Shamos-transparentes-amortecedores-antiarranh%C3%B5es-transparente/dp/B08CHQF948/ref=sr_1_168?dchild=1&keywords=iphone&qid=1607907995&sr=8-168,"4,5 de 5 estrelas",118
168,https://www.amazon.com.br/iPhone-Breeze-Anker-Anti-Impacto-Preto/dp/B07DCD4V9V/ref=sr_1_169?dchild=1&keywords=iphone&qid=1607907995&sr=8-169,"4,5 de 5 estrelas",62
169,https://www.amazon.com.br/Capinha-iPhone-Vidro-Temperado-Preto/dp/B08NTX7VYY/ref=sr_1_170?dchild=1&keywords=iphone&qid=1607907995&sr=8-170,Sem avaliação,Sem avaliação
170,https://www.amazon.com.br/Poliuretano-Customic-Protetora-Celular-Colorido/dp/B07K37R41S/ref=sr_1_171?dchild=1&keywords=iphone&qid=1607907995&sr=8-171,"4,6 de 5 estrelas",18
171,https://www.amazon.com.br/Protetora-Shield-Pelicula-Laut-Celular/dp/B07F2C7WNH/ref=sr_1_172?dchild=1&keywords=iphone&qid=1607907995&sr=8-172,"4,7 de 5 estrelas",10
172,https://www.amazon.com.br/projetado-carregamento-Scratch-Resistant-protetora-polegadas/dp/B08F7TV4W6/ref=sr_1_173?dchild=1&keywords=iphone&qid=1607907995&sr=8-173,"4,2 de 5 estrelas",209
173,https://www.amazon.com.br/Pel%C3%ADcula-Privacidade-Hprime-Iphone-Temperado/dp/B07KR6C5GV/ref=sr_1_174?dchild=1&keywords=iphone&qid=1607907995&sr=8-174,"3,7 de 5 estrelas",16
174,https://www.amazon.com.br/Polegadas-Cell-Case-Anti-Impacto-Transparente/dp/B07J1LMPT4/ref=sr_1_175?dchild=1&keywords=iphone&qid=1607907995&sr=8-175,"4,2 de 5 estrelas",55
175,https://www.amazon.com.br/Supcase-SUPCASE-projetada-protetora-integrada/dp/B088FH56CS/ref=sr_1_176?dchild=1&keywords=iphone&qid=1607907995&sr=8-176,"4,4 de 5 estrelas",349
176,https://www.amazon.com.br/iPhone-Spigen-Black-Anti-Impacto-Preto/dp/B07T5XNY3Z/ref=sr_1_177?dchild=1&keywords=iphone&qid=1607907995&sr=8-177,"4,3 de 5 estrelas",1.594
177,https://www.amazon.com.br/Carregador-iPhone-Modelos-Refor%C3%A7ado-Premium/dp/B08MBDG6HN/ref=sr_1_178?dchild=1&keywords=iphone&qid=1607907995&sr=8-178,Sem avaliação,Sem avaliação
178,https://www.amazon.com.br/iPhone-Spigen-Rugged-Armor-Anti-Impacto/dp/B07SZHKGZJ/ref=sr_1_179?dchild=1&keywords=iphone&qid=1607907995&sr=8-179,"4,7 de 5 estrelas",4.019
179,https://www.amazon.com.br/Pel%C3%ADcula-Premium-HPrime-Apple-iPhone/dp/B074XJZGST/ref=sr_1_180?dchild=1&keywords=iphone&qid=1607907995&sr=8-180,"4,3 de 5 estrelas",84
180,https://www.amazon.com.br/iWill-1442-IPhone-11-PRO/dp/B082QGHJ76/ref=sr_1_181?dchild=1&keywords=iphone&qid=1607907995&sr=8-181,Sem avaliação,Sem avaliação
181,https://www.amazon.com.br/Capa-Anti-Impacto-Personalizada-para-Iphone/dp/B07SLQ5YTP/ref=sr_1_182?dchild=1&keywords=iphone&qid=1607907995&sr=8-182,"4,1 de 5 estrelas",8
182,https://www.amazon.com.br/ipod-iphone-ready-classic-collection/dp/B0036EAZL6/ref=sr_1_183?dchild=1&keywords=iphone&qid=1607907995&sr=8-183,Sem avaliação,Sem avaliação
183,https://www.amazon.com.br/Carregador-Port%C3%A1til-20-100mAh-Anker-11132046/dp/B07F6KKBX7/ref=sr_1_184?dchild=1&keywords=iphone&qid=1607907995&sr=8-184,"4,6 de 5 estrelas",150
184,https://www.amazon.com.br/dp/B08QGSFW5F/ref=sr_1_185?dchild=1&keywords=iphone&qid=1607907995&sr=8-185,Sem avaliação,Sem avaliação
185,https://www.amazon.com.br/prova-Pelican-Marine-iPhone-C43040-001A-CLBC/dp/B07L4ZJZP3/ref=sr_1_186?dchild=1&keywords=iphone&qid=1607907995&sr=8-186,"4,4 de 5 estrelas",1.321
186,https://www.amazon.com.br/Pel%C3%ADcula-Protetora-Anker-Decorativas-Transparente/dp/B07DCJG2CT/ref=sr_1_187?dchild=1&keywords=iphone&qid=1607907995&sr=8-187,"4,2 de 5 estrelas",43
187,https://www.amazon.com.br/Cell-Case-Polegadas-Anti-Impacto-Transparente/dp/B07J1GPLZW/ref=sr_1_188?dchild=1&keywords=iphone&qid=1607907995&sr=8-188,"4,4 de 5 estrelas",91
188,https://www.amazon.com.br/Poliuretano-Customic-Iphone-Protetora-Celular/dp/B07K37FKP4/ref=sr_1_189?dchild=1&keywords=iphone&qid=1607907995&sr=8-189,"4,2 de 5 estrelas",18
189,https://www.amazon.com.br/iPhone-Dummies-Updated-models-iOS/dp/1119730023/ref=sr_1_190?dchild=1&keywords=iphone&qid=1607907995&sr=8-190,Sem avaliação,Sem avaliação
190,https://www.amazon.com.br/Capinha-Capa-Silicone-iPhone-Vermelho/dp/B08LVZ4BTW/ref=sr_1_191?dchild=1&keywords=iphone&qid=1607907995&sr=8-191,Sem avaliação,Sem avaliação
191,https://www.amazon.com.br/Polegadas-Cell-Case-Anti-Impacto-transparente/dp/B07Y2CGH22/ref=sr_1_192?dchild=1&keywords=iphone&qid=1607907995&sr=8-192,"4,8 de 5 estrelas",24
192,https://www.amazon.com.br/Carregador-Parede-GEONAV-CH34ACC-Branco/dp/B079YWWSR8/ref=sr_1_193?dchild=1&keywords=iphone&qid=1607907997&sr=8-193,"4,6 de 5 estrelas",59
193,https://www.amazon.com.br/Celular-Apple-iPhone-64GB-Tela/dp/B07HM5WQVC/ref=sr_1_194?dchild=1&keywords=iphone&qid=1607907997&sr=8-194,"4,7 de 5 estrelas",239
194,https://www.amazon.com.br/Carregador-Cabo-iPhone-Apple-Original/dp/B07VVVQTC6/ref=sr_1_195?dchild=1&keywords=iphone&qid=1607907997&sr=8-195,"3,2 de 5 estrelas",40
195,https://www.amazon.com.br/iPhone-Spigen-Crystal-Anti-Impacto-Transparente/dp/B07T2MFSQC/ref=sr_1_196?dchild=1&keywords=iphone&qid=1607907997&sr=8-196,"4,5 de 5 estrelas",3.767
196,https://www.amazon.com.br/Ixpand-Flash-Drive-SanDisk-Pendrives/dp/B06WWH34NZ/ref=sr_1_197?dchild=1&keywords=iphone&qid=1607907997&sr=8-197,"4,5 de 5 estrelas",2.252
197,https://www.amazon.com.br/Pel%C3%ADcula-Kingshield-Hydrogel-Cobertura-Traseira/dp/B08P92F124/ref=sr_1_198?dchild=1&keywords=iphone&qid=1607907997&sr=8-198,Sem avaliação,Sem avaliação
198,https://www.amazon.com.br/Impacto-GEONAV-Anti-Impacto-Preto-Transparente/dp/B07D1NZ3PR/ref=sr_1_199?dchild=1&keywords=iphone&qid=1607907997&sr=8-199,"4,4 de 5 estrelas",22
199,https://www.amazon.com.br/Quedas-Impactos-Pel%C3%ADcula-Temperado-Case-Friendly/dp/B07XVQWPDJ/ref=sr_1_200?dchild=1&keywords=iphone&qid=1607907997&sr=8-200,"4,1 de 5 estrelas",123
200,https://www.amazon.com.br/Poliuretano-Customic-Protetora-Celular-Transparente/dp/B07K4BSR1F/ref=sr_1_201?dchild=1&keywords=iphone&qid=1607907997&sr=8-201,"4,3 de 5 estrelas",13
201,https://www.amazon.com.br/Fone-Ouvido-Compativel-Lightning-iPhone/dp/B08MTQDQ9J/ref=sr_1_202?dchild=1&keywords=iphone&qid=1607907997&sr=8-202,Sem avaliação,Sem avaliação
202,https://www.amazon.com.br/iPhonica/dp/B00B5RSRO8/ref=sr_1_203?dchild=1&keywords=iphone&qid=1607907997&sr=8-203,"5,0 de 5 estrelas",1
203,https://www.amazon.com.br/Essential-iPhone-SE-2020-Transparente/dp/B073ZDTT8Z/ref=sr_1_204?dchild=1&keywords=iphone&qid=1607907997&sr=8-204,"4,4 de 5 estrelas",6.349
204,https://www.amazon.com.br/Pel%C3%ADcula-iPhone-Pro-Kingshield-Vidro/dp/B08P3PRRYV/ref=sr_1_205?dchild=1&keywords=iphone&qid=1607907997&sr=8-205,Sem avaliação,Sem avaliação
205,https://www.amazon.com.br/CAPINHA-SILICONE-AVELUDADO-IPHONE-PRETO/dp/B07MG8TLJX/ref=sr_1_206?dchild=1&keywords=iphone&qid=1607907997&sr=8-206,"4,3 de 5 estrelas",28
206,https://www.amazon.com.br/Iphone-Liquid-Spigen-Anti-Impacto-Transparente/dp/B01GIVX1YG/ref=sr_1_207?dchild=1&keywords=iphone&qid=1607907997&sr=8-207,"4,5 de 5 estrelas",6.901
207,https://www.amazon.com.br/vertical-horizontal-prote%C3%A7%C3%A3o-refor%C3%A7ada-transparente/dp/B07FLVTVFC/ref=sr_1_208?dchild=1&keywords=iphone&qid=1607907997&sr=8-208,"4,6 de 5 estrelas",2.427
208,https://www.amazon.com.br/Spigen-cristal-l%C3%ADquido-glitter-iPhone/dp/B07T2MQZCH/ref=sr_1_209?dchild=1&keywords=iphone&qid=1607907997&sr=8-209,"4,7 de 5 estrelas",14.058
209,https://www.amazon.com.br/Iphone-Apple-product-Vermelhotm-Desbloqueado/dp/B088FX5BTB/ref=sr_1_210?dchild=1&keywords=iphone&qid=1607907997&sr=8-210,"5,0 de 5 estrelas",1
210,https://www.amazon.com.br/Pel%C3%ADcula-Hprime-Vidro-Temperado-Iphone/dp/B074VCTFPG/ref=sr_1_211?dchild=1&keywords=iphone&qid=1607907997&sr=8-211,"2,9 de 5 estrelas",7
211,https://www.amazon.com.br/BoxWave-iPhone-TrueView-temperado-h%C3%ADbrido/dp/B08MPSQ416/ref=sr_1_212?dchild=1&keywords=iphone&qid=1607907997&sr=8-212,Sem avaliação,Sem avaliação
212,https://www.amazon.com.br/Carregador-Wireless-Anker-PowerWave-Tomada/dp/B082DZW7K8/ref=sr_1_213?dchild=1&keywords=iphone&qid=1607907997&sr=8-213,"4,6 de 5 estrelas",50
213,https://www.amazon.com.br/Carregador-Tomada-Portas-Anker-11132036/dp/B07F6K6VYQ/ref=sr_1_214?dchild=1&keywords=iphone&qid=1607907997&sr=8-214,"4,8 de 5 estrelas",311
214,https://www.amazon.com.br/Pel%C3%ADcula-Vidro-Temperado-Camera-Iphone/dp/B08P67B6CT/ref=sr_1_215?dchild=1&keywords=iphone&qid=1607907997&sr=8-215,Sem avaliação,Sem avaliação
215,https://www.amazon.com.br/Iphone-Prata-Tela-4-7-16GB/dp/B075NSCGRT/ref=sr_1_216?dchild=1&keywords=iphone&qid=1607907997&sr=8-216,"4,7 de 5 estrelas",6
216,https://www.amazon.com.br/Pelicula-Hprime-invisivel-Protetora-Transparente/dp/B07LC6G26V/ref=sr_1_217?dchild=1&keywords=iphone&qid=1607907997&sr=8-217,"3,7 de 5 estrelas",46
217,https://www.amazon.com.br/CAPINHA-SILICONE-AVELUDADO-IPHONE-PRETO/dp/B07MJRFS65/ref=sr_1_218?dchild=1&keywords=iphone&qid=1607907997&sr=8-218,"4,5 de 5 estrelas",11
218,https://www.amazon.com.br/iPhone-64GB-White-Desbloqueado-Apple/dp/B088C5BV4Y/ref=sr_1_219?dchild=1&keywords=iphone&qid=1607907997&sr=8-219,Sem avaliação,Sem avaliação
219,https://www.amazon.com.br/Tempered-Glass-Protector-Installation-Case-Friendly-4-7-Inch/dp/B0744HDZL3/ref=sr_1_220?dchild=1&keywords=iphone&qid=1607907997&sr=8-220,"4,3 de 5 estrelas",3.617
220,https://www.amazon.com.br/Adaptador-lightning-Chamada-Compat%C3%ADvel-Posterior/dp/B08818F9GW/ref=sr_1_221?dchild=1&keywords=iphone&qid=1607907997&sr=8-221,"2,9 de 5 estrelas",11
221,https://www.amazon.com.br/Shamos-absor%C3%A7%C3%A3o-anti-arranh%C3%B5es-transparente-refor%C3%A7ados/dp/B08CHPKSW3/ref=sr_1_222?dchild=1&keywords=iphone&qid=1607907997&sr=8-222,"4,6 de 5 estrelas",65
222,https://www.amazon.com.br/Pel%C3%ADculas-Transparente-C%C3%A2mera-iPhone-Aplica%C3%A7%C3%A3o/dp/B086XFZ8ZS/ref=sr_1_223?dchild=1&keywords=iphone&qid=1607907997&sr=8-223,"3,8 de 5 estrelas",42
223,https://www.amazon.com.br/Iphone-Hybrid-Crystal-Anti-Impacto-Transparente/dp/B07GHMQDCJ/ref=sr_1_224?dchild=1&keywords=iphone&qid=1607907997&sr=8-224,"4,6 de 5 estrelas",15.217
224,https://www.amazon.com.br/Clear-iPhone-Mini-Silicone-Flex%C3%ADvel/dp/B08CXKWLSN/ref=sr_1_225?dchild=1&keywords=iphone&qid=1607907997&sr=8-225,"4,4 de 5 estrelas",128
225,https://www.amazon.com.br/Pel%C3%ADcula-iPhone-Kingshield-Hydrogel-Cobertura/dp/B085B845L2/ref=sr_1_226?dchild=1&keywords=iphone&qid=1607907997&sr=8-226,"3,5 de 5 estrelas",24
226,https://www.amazon.com.br/Pel%C3%ADcula-iPHone-Hprime-Temperado-0-33MM/dp/B078BLPK7Y/ref=sr_1_227?dchild=1&keywords=iphone&qid=1607907997&sr=8-227,"4,3 de 5 estrelas",63
227,https://www.amazon.com.br/gp/video/ssoredirect/?ru=https%3A%2F%2Fapp.primevideo.com%2Fdetail%3Fgti%3Damzn1.dv.gti.1ab2809e-9dbd-9c94-43dd-bb39e5b239f2%26ref_%3Ddvm_src_ret_br_xx_s&page-type-id=B07WK8RJPR&ref=sr_1_228&keywords=iphone&qid=1607907997&sr=8-228,"4,8 de 5 estrelas",1.296
228,https://www.amazon.com.br/Shamos-compat%C3%ADvel-protetor-pel%C3%ADcula-temperado/dp/B08FXTVJT6/ref=sr_1_229?dchild=1&keywords=iphone&qid=1607907997&sr=8-229,"4,0 de 5 estrelas",17
229,https://www.amazon.com.br/Capa-Incipio-iPhone-Anti-Impacto-Transparente/dp/B075RFQHL4/ref=sr_1_230?dchild=1&keywords=iphone&qid=1607907997&sr=8-230,"4,6 de 5 estrelas",42
230,https://www.amazon.com.br/Pel%C3%ADcula-Hprime-Apple-iPhone-Temperado/dp/B07KR4YYJG/ref=sr_1_231?dchild=1&keywords=iphone&qid=1607907997&sr=8-231,"4,1 de 5 estrelas",174
231,https://www.amazon.com.br/Capa-Capinha-Impacto-Iphone-polegadas/dp/B08P67F5RM/ref=sr_1_232?dchild=1&keywords=iphone&qid=1607907997&sr=8-232,Sem avaliação,Sem avaliação
232,https://www.amazon.com.br/Capa-Fosca-Para-Iphone-6-5Polegadas/dp/B086Q3PWTM/ref=sr_1_233?dchild=1&keywords=iphone&qid=1607907997&sr=8-233,"3,5 de 5 estrelas",6
233,https://www.amazon.com.br/Lightning-Resistente-GEONAV-LIGH10T-Titanium/dp/B076J1J3MY/ref=sr_1_234?dchild=1&keywords=iphone&qid=1607907997&sr=8-234,"4,0 de 5 estrelas",410
234,https://www.amazon.com.br/Capa-silicone-elago-para-iPhone/dp/B07XBR29SQ/ref=sr_1_235?dchild=1&keywords=iphone&qid=1607907997&sr=8-235,"4,5 de 5 estrelas",2.668
235,https://www.amazon.com.br/Husky-Personalizada-iPhone-Bailarina-Colorido/dp/B0785VJY7J/ref=sr_1_236?dchild=1&keywords=iphone&qid=1607907997&sr=8-236,"4,2 de 5 estrelas",8
236,https://www.amazon.com.br/Pelicula-Premium-Vidro-Temperado-Iphone/dp/B075CQ4VFG/ref=sr_1_237?dchild=1&keywords=iphone&qid=1607907997&sr=8-237,"4,6 de 5 estrelas",43
237,https://www.amazon.com.br/Slide-iPhone-tampa-protetora-c%C3%A2mera/dp/B08FFJ54NN/ref=sr_1_238?dchild=1&keywords=iphone&qid=1607907997&sr=8-238,"3,0 de 5 estrelas",2
238,https://www.amazon.com.br/Pel%C3%ADcula-Premium-HPrime-iPhone-Temperado/dp/B0769YPM53/ref=sr_1_239?dchild=1&keywords=iphone&qid=1607907997&sr=8-239,"3,6 de 5 estrelas",34
239,https://www.amazon.com.br/Capinha-Impactos-Refor%C3%A7adas-Silicone-Dur%C3%A1vel/dp/B07J1QHW4L/ref=sr_1_240?dchild=1&keywords=iphone&qid=1607907997&sr=8-240,"4,4 de 5 estrelas",76
240,https://www.amazon.com.br/Slide-iPhone-tampa-protetora-c%C3%A2mera/dp/B08FFJ54NN/ref=sr_1_241?dchild=1&keywords=iphone&qid=1607907998&sr=8-241,"3,0 de 5 estrelas",2
241,https://www.amazon.com.br/Shamos-absor%C3%A7%C3%A3o-anti-arranh%C3%B5es-transparente-refor%C3%A7ados/dp/B08CHPKSW3/ref=sr_1_242?dchild=1&keywords=iphone&qid=1607907998&sr=8-242,"4,6 de 5 estrelas",65
242,https://www.amazon.com.br/Capa-Silicone-iPhone-Melhor-Prote%C3%A7%C3%A3o/dp/B084P3FH4J/ref=sr_1_243?dchild=1&keywords=iphone&qid=1607907998&sr=8-243,"3,4 de 5 estrelas",5
243,https://www.amazon.com.br/Capa-iPhone-11-6-1-Commuter/dp/B08L9JNY59/ref=sr_1_244?dchild=1&keywords=iphone&qid=1607907998&sr=8-244,Sem avaliação,Sem avaliação
244,https://www.amazon.com.br/Magnetica-Impacto-Suporte-Magn%C3%A9tico-Automotivo/dp/B07ZRZ89HJ/ref=sr_1_245?dchild=1&keywords=iphone&qid=1607907998&sr=8-245,"4,6 de 5 estrelas",495
245,https://www.amazon.com.br/Cora%C3%A7%C3%B5es-Bordas-Refor%C3%A7adas-Pel%C3%ADcula-Aplica%C3%A7%C3%A3o/dp/B087Z63F8Q/ref=sr_1_246?dchild=1&keywords=iphone&qid=1607907998&sr=8-246,"5,0 de 5 estrelas",2
246,https://www.amazon.com.br/How-create-iPhone-app-steps/dp/B003ZSI6V4/ref=sr_1_247?dchild=1&keywords=iphone&qid=1607907998&sr=8-247,"2,0 de 5 estrelas",1
247,https://www.amazon.com.br/Projetado-Resistente-arranh%C3%B5es-Policarbonato-Transl%C3%BAcido/dp/B08CXKPKJG/ref=sr_1_248?dchild=1&keywords=iphone&qid=1607907998&sr=8-248,"4,6 de 5 estrelas",224
248,https://www.amazon.com.br/Capinha-Silicone-Antichoque-Pel%C3%ADcula-Iphone/dp/B08MB81X8C/ref=sr_1_249?dchild=1&keywords=iphone&qid=1607907998&sr=8-249,"4,0 de 5 estrelas",2
249,https://www.amazon.com.br/Carregador-para-Fonte-cabo-iPhone/dp/B08HLC25BD/ref=sr_1_250?dchild=1&keywords=iphone&qid=1607907998&sr=8-250,"3,0 de 5 estrelas",4
250,https://www.amazon.com.br/dp/B08QGG876H/ref=sr_1_251?dchild=1&keywords=iphone&qid=1607907998&sr=8-251,Sem avaliação,Sem avaliação
251,https://www.amazon.com.br/iPhone-Apple-512GB-C%C3%A2mera-Espacial/dp/B07HKXNBKX/ref=sr_1_252?dchild=1&keywords=iphone&qid=1607907998&sr=8-252,Sem avaliação,Sem avaliação
